t,meter_12,meter_4
2015-07-01 10:00:00,-1305.24,-9155.78
2015-07-01 10:01:00,-1373.35,-9433.74
2015-07-01 10:02:00,-1452.11,-9445.65
2015-07-01 10:03:00,-1455.73,-4241.0
2015-07-01 10:04:00,2087.01,-1664.21
2015-07-01 10:05:00,2154.09,-1275.42
2015-07-01 10:06:00,2187.81,-1310.64
2015-07-01 10:07:00,-1283.33,3179.18
2015-07-01 10:08:00,-1279.59,-4612.32
2015-07-01 10:09:00,2636.77,-4708.33
2015-07-01 10:10:00,2704.87,-4552.4
2015-07-01 10:11:00,2801.13,-8782.56
2015-07-01 10:12:00,2782.72,-8768.37
2015-07-01 10:13:00,-1149.3,-8801.96
2015-07-01 10:14:00,-1232.18,-8931.02
2015-07-01 10:15:00,-1312.97,-9128.6
2015-07-01 10:16:00,-1309.24,-8847.52
2015-07-01 10:17:00,-1280.45,-9074.13
2015-07-01 10:18:00,-1274.61,-8943.57
2015-07-01 10:19:00,-1256.26,-9015.46
2015-07-01 10:20:00,2257.8,-8863.04
2015-07-01 10:21:00,2260.26,-4606.55
2015-07-01 10:22:00,2248.13,-1960.65
2015-07-01 10:23:00,-1276.75,3139.37
2015-07-01 10:24:00,-857.773,8033.29
2015-07-01 10:25:00,-710.054,3766.26
2015-07-01 10:26:00,3325.49,1343.38
2015-07-01 10:27:00,3197.81,-4157.43
2015-07-01 10:28:00,3075.3,-8611.29
2015-07-01 10:29:00,3020.47,-8643.61
2015-07-01 10:30:00,-922.713,-8453.9
2015-07-01 10:31:00,-915.806,-8492.42
2015-07-01 10:32:00,-934.976,-8521.58
2015-07-01 10:33:00,-925.994,-4771.37
2015-07-01 10:34:00,-839.815,-2053.03
2015-07-01 10:35:00,2703.87,2137.55
2015-07-01 10:36:00,2514.65,2112.93
2015-07-01 10:37:00,2489.08,-4436.19
2015-07-01 10:38:00,2661.47,-4130.82
2015-07-01 10:39:00,-1395.73,-6455.87
2015-07-01 10:40:00,-1415.03,-6409.23
2015-07-01 10:41:00,-1401.79,-6495.33
2015-07-01 10:42:00,-1553.47,2702.31
2015-07-01 10:43:00,2584.21,5226.33
2015-07-01 10:44:00,2600.32,5116.97
2015-07-01 10:45:00,2645.61,5176.16
2015-07-01 10:46:00,2669.09,-4566.87
2015-07-01 10:47:00,2694.61,-9076.89
2015-07-01 10:48:00,-1251.66,-9279.15
2015-07-01 10:49:00,-1240.5,-9086.89
2015-07-01 10:50:00,-1259.61,-4987.58
2015-07-01 10:51:00,2400.91,-837.662
2015-07-01 10:52:00,2433.71,1890.32
2015-07-01 10:53:00,2455.06,1731.51
2015-07-01 10:54:00,2430.58,-2439.31
2015-07-01 10:55:00,-1211.07,-9191.4
2015-07-01 10:56:00,-1283.39,-6775.91
2015-07-01 10:57:00,-1275.35,-6604.7
2015-07-01 10:58:00,-1313.23,-6852.57
2015-07-01 10:59:00,-1268.67,-6646.08
2015-07-01 11:00:00,2592.42,-5065.84
2015-07-01 11:01:00,2606.65,142.916
2015-07-01 11:02:00,2586.53,78.354
2015-07-01 11:03:00,2626.82,4688.69
2015-07-01 11:04:00,5479.98,4560.0
2015-07-01 11:05:00,1872.72,9129.02
2015-07-01 11:06:00,1802.59,3720.52
2015-07-01 11:07:00,5344.82,-1518.61
2015-07-01 11:08:00,2305.05,-9718.11
2015-07-01 11:09:00,2124.35,-3634.02
2015-07-01 11:10:00,-1464.04,-3810.72
2015-07-01 11:11:00,-1444.42,-3868.08
2015-07-01 11:12:00,-1241.14,-6458.3
2015-07-01 11:13:00,-1231.95,-10393.8
2015-07-01 11:14:00,-1265.57,-7860.6
2015-07-01 11:15:00,-1252.22,-7638.65
2015-07-01 11:16:00,-1269.16,-3469.82
2015-07-01 11:17:00,-1252.69,-3126.02
2015-07-01 11:18:00,2653.1,-1610.92
2015-07-01 11:19:00,2851.78,-1114.06
2015-07-01 11:20:00,2789.9,3802.43
2015-07-01 11:21:00,2806.24,-323.762
2015-07-01 11:22:00,2818.34,4333.35
2015-07-01 11:23:00,2351.01,-35.8539
2015-07-01 11:24:00,5388.57,109.67
2015-07-01 11:25:00,5436.06,-4963.74
2015-07-01 11:26:00,8450.48,-6957.17
2015-07-01 11:27:00,4853.24,-4577.11
2015-07-01 11:28:00,4792.32,-637.298
2015-07-01 11:29:00,1790.88,-3369.26
2015-07-01 11:30:00,-1214.24,-5826.16
2015-07-01 11:31:00,-1212.43,-7163.09
2015-07-01 11:32:00,-1183.51,-7178.15
2015-07-01 11:33:00,-1055.48,-6784.51
2015-07-01 11:34:00,-1048.5,-2703.54
2015-07-01 11:35:00,-1238.68,-737.394
2015-07-01 11:36:00,2612.65,-637.683
2015-07-01 11:37:00,2512.15,-807.331
2015-07-01 11:38:00,2512.75,-741.907
2015-07-01 11:39:00,2514.41,-5110.84
2015-07-01 11:40:00,5970.68,3081.48
2015-07-01 11:41:00,1995.56,2903.32
2015-07-01 11:42:00,1981.55,3442.54
2015-07-01 11:43:00,-1543.94,3223.99
2015-07-01 11:44:00,3001.57,2929.07
2015-07-01 11:45:00,2958.35,-2275.04
2015-07-01 11:46:00,3088.11,-178.119
2015-07-01 11:47:00,3116.79,-2544.81
2015-07-01 11:48:00,1407.5,-2652.58
2015-07-01 11:49:00,1410.12,1611.31
2015-07-01 11:50:00,1397.13,-2543.22
2015-07-01 11:51:00,4387.4,-2601.22
2015-07-01 11:52:00,1370.08,-2550.68
2015-07-01 11:53:00,1378.98,-6589.28
2015-07-01 11:54:00,5289.98,-2307.24
2015-07-01 11:55:00,5225.8,-2243.24
2015-07-01 11:56:00,5616.16,-2628.87
2015-07-01 11:57:00,5610.36,-9807.31
2015-07-01 11:58:00,5594.07,-9819.78
2015-07-01 11:59:00,1685.32,-9883.18
2015-07-01 12:00:00,-1621.67,-4293.94
2015-07-01 12:01:00,-913.853,3565.41
2015-07-01 12:02:00,-522.408,12378.5
2015-07-01 12:03:00,-411.46,12835.3
2015-07-01 12:04:00,-624.74,12182.1
2015-07-01 12:05:00,-665.989,8142.61
2015-07-01 12:06:00,-664.518,9457.12
2015-07-01 12:07:00,-1246.08,8988.53
2015-07-01 12:08:00,-1427.18,3050.32
2015-07-01 12:09:00,-1034.44,-4791.06
2015-07-01 12:10:00,6435.22,-6128.61
2015-07-01 12:11:00,6433.09,-8647.53
2015-07-01 12:12:00,10398.0,-1365.67
2015-07-01 12:13:00,14228.2,8.9704
2015-07-01 12:14:00,11154.0,-987.974
2015-07-01 12:15:00,11473.7,672.092
2015-07-01 12:16:00,11159.7,-8298.96
2015-07-01 12:17:00,3685.63,-8260.36
2015-07-01 12:18:00,6580.22,-8548.14
2015-07-01 12:19:00,2034.41,-7986.0
2015-07-01 12:20:00,1945.91,6772.54
2015-07-01 12:21:00,1886.71,6229.85
2015-07-01 12:22:00,2135.98,11146.6
2015-07-01 12:23:00,-744.148,13596.2
2015-07-01 12:24:00,-1407.15,8400.84
2015-07-01 12:25:00,-1289.9,6292.12
2015-07-01 12:26:00,-1300.98,4228.39
2015-07-01 12:27:00,-1294.31,-548.695
2015-07-01 12:28:00,-839.118,-2693.54
2015-07-01 12:29:00,-1163.1,-9254.94
2015-07-01 12:30:00,2347.23,-1989.88
2015-07-01 12:31:00,6099.08,-2180.47
2015-07-01 12:32:00,9221.11,-1165.11
2015-07-01 12:33:00,5466.24,-2347.58
2015-07-01 12:34:00,5468.34,-9635.17
2015-07-01 12:35:00,10157.1,-5348.16
2015-07-01 12:36:00,3484.24,-4272.81
2015-07-01 12:37:00,3077.93,-5709.08
2015-07-01 12:38:00,3089.45,-3203.57
2015-07-01 12:39:00,-1626.77,-7386.32
2015-07-01 12:40:00,-1377.01,1908.25
2015-07-01 12:41:00,-1518.56,7658.7
2015-07-01 12:42:00,-1439.92,7740.47
2015-07-01 12:43:00,-1424.95,14271.8
2015-07-01 12:44:00,1887.95,12547.7
2015-07-01 12:45:00,6293.99,1245.61
2015-07-01 12:46:00,6231.43,122.887
2015-07-01 12:47:00,9704.13,250.466
2015-07-01 12:48:00,9961.64,5539.46
2015-07-01 12:49:00,5918.43,-2590.49
2015-07-01 12:50:00,2430.85,1750.63
2015-07-01 12:51:00,2412.25,-1250.46
2015-07-01 12:52:00,2501.02,-4035.13
2015-07-01 12:53:00,5218.29,-5355.81
2015-07-01 12:54:00,1334.31,-6553.71
2015-07-01 12:55:00,1445.07,-6460.23
2015-07-01 12:56:00,1724.65,-2257.02
2015-07-01 12:57:00,-1539.47,711.304
2015-07-01 12:58:00,-1522.36,-2415.62
2015-07-01 12:59:00,-1675.37,-5105.3
2015-07-01 13:00:00,3249.64,1090.3
2015-07-01 13:01:00,2987.32,11108.8
2015-07-01 13:02:00,3006.49,11159.0
2015-07-01 13:03:00,6484.12,7168.66
2015-07-01 13:04:00,2054.62,8454.91
2015-07-01 13:05:00,1793.45,-4938.24
2015-07-01 13:06:00,1816.76,2190.1
2015-07-01 13:07:00,2214.17,9244.58
2015-07-01 13:08:00,2486.65,10492.1
2015-07-01 13:09:00,2424.59,2845.46
2015-07-01 13:10:00,5390.92,-5912.9
2015-07-01 13:11:00,5468.45,-8304.19
2015-07-01 13:12:00,2691.11,4727.1
2015-07-01 13:13:00,3136.12,7127.78
2015-07-01 13:14:00,10058.9,3110.12
2015-07-01 13:15:00,6981.64,2366.07
2015-07-01 13:16:00,7266.21,-6638.54
2015-07-01 13:17:00,7033.66,-8041.99
2015-07-01 13:18:00,2371.11,-2874.07
2015-07-01 13:19:00,2835.44,5233.69
2015-07-01 13:20:00,3096.14,20532.5
2015-07-01 13:21:00,2836.25,19445.2
2015-07-01 13:22:00,3274.11,19213.4
2015-07-01 13:23:00,4965.05,15189.8
2015-07-01 13:24:00,5181.03,2148.38
2015-07-01 13:25:00,8867.36,3759.24
2015-07-01 13:26:00,8821.09,3456.57
2015-07-01 13:27:00,4034.75,3201.88
2015-07-01 13:28:00,4128.93,1152.65
2015-07-01 13:29:00,4253.25,1621.34
2015-07-01 13:30:00,257.173,4066.98
2015-07-01 13:31:00,282.684,3658.27
2015-07-01 13:32:00,387.337,7164.07
2015-07-01 13:33:00,986.637,6561.97
2015-07-01 13:34:00,194.602,6797.17
2015-07-01 13:35:00,8997.39,6247.05
2015-07-01 13:36:00,9153.86,6673.04
2015-07-01 13:37:00,9284.29,7609.19
2015-07-01 13:38:00,4781.53,9837.94
2015-07-01 13:39:00,1807.22,10865.5
2015-07-01 13:40:00,3465.12,13383.8
2015-07-01 13:41:00,7614.48,14903.1
2015-07-01 13:42:00,10885.8,7120.04
2015-07-01 13:43:00,11119.3,5627.87
2015-07-01 13:44:00,7473.68,-1076.18
2015-07-01 13:45:00,12377.5,99.4756
2015-07-01 13:46:00,12219.1,-1120.19
2015-07-01 13:47:00,4156.71,1657.77
2015-07-01 13:48:00,4386.25,7456.81
2015-07-01 13:49:00,-74.3615,12683.3
2015-07-01 13:50:00,3046.34,8121.36
2015-07-01 13:51:00,3548.81,5482.37
2015-07-01 13:52:00,3577.52,4370.79
2015-07-01 13:53:00,-132.382,2637.75
2015-07-01 13:54:00,1995.1,-1281.99
2015-07-01 13:55:00,2722.79,7164.8
2015-07-01 13:56:00,2908.71,12744.3
2015-07-01 13:57:00,3089.41,14854.7
2015-07-01 13:58:00,2897.43,14024.2
2015-07-01 13:59:00,6703.97,13489.2
2015-07-01 14:00:00,7115.43,9266.39
2015-07-01 14:01:00,7387.35,17349.9
2015-07-01 14:02:00,7516.97,15477.7
2015-07-01 14:03:00,7414.81,13634.8
2015-07-01 14:04:00,3888.01,13397.0
2015-07-01 14:05:00,8455.87,9608.54
2015-07-01 14:06:00,13450.0,13603.0
2015-07-01 14:07:00,13327.4,8512.16
2015-07-01 14:08:00,9787.22,10858.4
2015-07-01 14:09:00,5016.94,14878.0
2015-07-01 14:10:00,330.28,5741.07
2015-07-01 14:11:00,269.569,5518.54
2015-07-01 14:12:00,361.99,7271.09
2015-07-01 14:13:00,4401.75,8282.91
2015-07-01 14:14:00,7271.03,7697.27
2015-07-01 14:15:00,7324.72,17418.6
2015-07-01 14:16:00,11382.7,14022.2
2015-07-01 14:17:00,11403.2,16218.4
2015-07-01 14:18:00,4760.43,22767.9
2015-07-01 14:19:00,8004.23,17125.6
2015-07-01 14:20:00,7090.29,5168.76
2015-07-01 14:21:00,3022.53,3494.17
2015-07-01 14:22:00,5863.54,-92.1505
2015-07-01 14:23:00,1918.29,-1954.54
2015-07-01 14:24:00,5780.24,4663.38
2015-07-01 14:25:00,5817.54,2853.58
2015-07-01 14:26:00,10522.2,2760.52
2015-07-01 14:27:00,7559.18,3047.35
2015-07-01 14:28:00,7607.9,3179.35
2015-07-01 14:29:00,8942.77,3701.44
2015-07-01 14:30:00,8814.52,16006.7
2015-07-01 14:31:00,4129.23,15878.8
2015-07-01 14:32:00,11140.4,11868.2
2015-07-01 14:33:00,9970.64,22227.3
2015-07-01 14:34:00,10041.3,13345.7
2015-07-01 14:35:00,10009.1,4995.33
2015-07-01 14:36:00,9942.44,2614.5
2015-07-01 14:37:00,-488.384,-5349.58
2015-07-01 14:38:00,-680.384,-5268.95
2015-07-01 14:39:00,-812.963,-5686.78
2015-07-01 14:40:00,-842.316,-438.85
2015-07-01 14:41:00,-850.828,10172.5
2015-07-01 14:42:00,-856.175,14499.4
2015-07-01 14:43:00,3057.78,17572.4
2015-07-01 14:44:00,6048.03,20456.8
2015-07-01 14:45:00,6318.72,9800.41
2015-07-01 14:46:00,11189.1,10250.4
2015-07-01 14:47:00,14564.0,6866.53
2015-07-01 14:48:00,10758.5,-1146.85
2015-07-01 14:49:00,11538.6,3303.26
2015-07-01 14:50:00,11401.4,3745.1
2015-07-01 14:51:00,6196.22,3509.7
2015-07-01 14:52:00,10978.6,-1325.51
2015-07-01 14:53:00,11161.4,-761.848
2015-07-01 14:54:00,7104.8,3031.39
2015-07-01 14:55:00,4272.83,-1334.86
2015-07-01 14:56:00,-309.639,5559.84
2015-07-01 14:57:00,-558.862,8990.39
2015-07-01 14:58:00,-480.673,8572.2
2015-07-01 14:59:00,3391.07,12561.8
2015-07-01 15:00:00,4807.62,13189.4
2015-07-01 15:01:00,7707.26,17837.0
2015-07-01 15:02:00,7057.49,16941.0
2015-07-01 15:03:00,6823.97,10398.0
2015-07-01 15:04:00,6782.82,9291.72
2015-07-01 15:05:00,3614.27,7642.37
2015-07-01 15:06:00,12003.6,10819.1
2015-07-01 15:07:00,12045.6,13417.3
2015-07-01 15:08:00,11842.7,6928.28
2015-07-01 15:09:00,14862.3,7109.58
2015-07-01 15:10:00,6039.24,1612.84
2015-07-01 15:11:00,2959.37,8451.84
2015-07-01 15:12:00,6825.92,7119.48
2015-07-01 15:13:00,3606.42,6032.61
2015-07-01 15:14:00,7882.85,7618.42
2015-07-01 15:15:00,11418.6,3865.68
2015-07-01 15:16:00,11739.5,-1172.1
2015-07-01 15:17:00,8364.06,10334.5
2015-07-01 15:18:00,8085.98,12770.4
2015-07-01 15:19:00,-335.316,12681.7
2015-07-01 15:20:00,-353.51,15824.2
2015-07-01 15:21:00,3569.85,14134.3
2015-07-01 15:22:00,3520.55,6740.82
2015-07-01 15:23:00,3528.47,4994.33
2015-07-01 15:24:00,3557.23,3973.82
2015-07-01 15:25:00,8256.45,12059.8
2015-07-01 15:26:00,4477.54,16549.9
2015-07-01 15:27:00,7628.36,20721.6
2015-07-01 15:28:00,10866.5,21315.8
2015-07-01 15:29:00,14434.9,13739.6
2015-07-01 15:30:00,9746.48,13490.5
2015-07-01 15:31:00,9753.51,7518.19
2015-07-01 15:32:00,6612.51,7174.19
2015-07-01 15:33:00,161.487,7432.53
2015-07-01 15:34:00,-266.212,3322.17
2015-07-01 15:35:00,3329.24,6428.99
2015-07-01 15:36:00,2875.7,3892.53
2015-07-01 15:37:00,11472.4,3979.44
2015-07-01 15:38:00,11483.5,8237.71
2015-07-01 15:39:00,11486.5,-483.289
2015-07-01 15:40:00,7581.47,82.6525
2015-07-01 15:41:00,11611.7,4729.97
2015-07-01 15:42:00,3230.33,8626.06
2015-07-01 15:43:00,6685.88,12469.2
2015-07-01 15:44:00,6666.89,12735.3
2015-07-01 15:45:00,11298.7,16675.9
2015-07-01 15:46:00,10030.3,13823.1
2015-07-01 15:47:00,6465.31,2181.5
2015-07-01 15:48:00,6597.35,-401.819
2015-07-01 15:49:00,6813.68,-796.287
2015-07-01 15:50:00,-950.745,-4399.12
2015-07-01 15:51:00,2064.63,4818.76
2015-07-01 15:52:00,2157.22,2643.79
2015-07-01 15:53:00,2718.62,12278.6
2015-07-01 15:54:00,6485.51,15658.9
2015-07-01 15:55:00,6405.21,15204.8
2015-07-01 15:56:00,3278.21,2318.42
2015-07-01 15:57:00,6622.58,1683.24
2015-07-01 15:58:00,7243.6,10439.0
2015-07-01 15:59:00,3279.63,15648.4
2015-07-01 16:00:00,2691.85,21406.3
2015-07-01 16:01:00,3797.35,16534.5
2015-07-01 16:02:00,4229.06,14930.4
2015-07-01 16:03:00,4337.88,8016.96
2015-07-01 16:04:00,7002.36,-3469.63
2015-07-01 16:05:00,6782.02,-128.569
2015-07-01 16:06:00,6981.0,8348.7
2015-07-01 16:07:00,7318.47,7430.9
2015-07-01 16:08:00,7288.5,14999.4
2015-07-01 16:09:00,3933.54,11043.8
2015-07-01 16:10:00,3300.57,3999.09
2015-07-01 16:11:00,3867.03,6812.78
2015-07-01 16:12:00,15051.3,788.161
2015-07-01 16:13:00,14394.2,-2365.92
2015-07-01 16:14:00,17296.0,4057.46
2015-07-01 16:15:00,10373.0,1841.9
2015-07-01 16:16:00,10598.8,6932.47
2015-07-01 16:17:00,2505.0,5186.03
2015-07-01 16:18:00,2343.53,5447.58
2015-07-01 16:19:00,-329.031,8864.15
2015-07-01 16:20:00,-77.3566,8313.87
2015-07-01 16:21:00,-350.212,10214.5
2015-07-01 16:22:00,-584.502,3902.67
2015-07-01 16:23:00,-523.595,-2933.34
2015-07-01 16:24:00,2376.84,-3430.86
2015-07-01 16:25:00,2296.75,-3054.51
2015-07-01 16:26:00,6933.87,5879.08
2015-07-01 16:27:00,15032.9,8328.03
2015-07-01 16:28:00,15765.1,8270.03
2015-07-01 16:29:00,15585.0,8124.13
2015-07-01 16:30:00,15552.8,-7039.62
2015-07-01 16:31:00,2832.08,6562.23
2015-07-01 16:32:00,2831.9,9454.35
2015-07-01 16:33:00,-1000.72,17953.8
2015-07-01 16:34:00,-998.225,22528.3
2015-07-01 16:35:00,-994.641,11619.3
2015-07-01 16:36:00,-988.981,6069.5
2015-07-01 16:37:00,-669.253,10200.3
2015-07-01 16:38:00,497.037,3597.72
2015-07-01 16:39:00,1958.56,911.009
2015-07-01 16:40:00,1956.71,-1530.39
2015-07-01 16:41:00,1949.67,-6689.82
2015-07-01 16:42:00,1827.88,-7091.44
2015-07-01 16:43:00,5262.77,-7068.43
2015-07-01 16:44:00,2316.02,-2642.37
2015-07-01 16:45:00,5966.7,1845.38
2015-07-01 16:46:00,7388.19,6300.08
2015-07-01 16:47:00,5728.74,3117.42
2015-07-01 16:48:00,5829.53,-282.917
2015-07-01 16:49:00,2890.19,3614.28
2015-07-01 16:50:00,7476.98,7856.29
2015-07-01 16:51:00,7603.95,7930.03
2015-07-01 16:52:00,7627.93,3960.18
2015-07-01 16:53:00,7652.94,1499.03
2015-07-01 16:54:00,7785.17,-2404.55
2015-07-01 16:55:00,7764.2,16.4362
2015-07-01 16:56:00,3951.33,-16.2222
2015-07-01 16:57:00,3914.4,987.6
2015-07-01 16:58:00,3873.31,699.788
2015-07-01 16:59:00,7849.16,1310.27
2015-07-01 17:00:00,3358.56,4060.94
2015-07-01 17:01:00,2777.77,-791.883
2015-07-01 17:02:00,2832.68,-852.108
2015-07-01 17:03:00,-231.375,4725.52
2015-07-01 17:04:00,1481.07,9993.08
2015-07-01 17:05:00,4208.75,10462.9
2015-07-01 17:06:00,3584.28,13125.0
2015-07-01 17:07:00,7422.96,7411.38
2015-07-01 17:08:00,13200.0,11184.6
2015-07-01 17:09:00,9305.97,8787.09
2015-07-01 17:10:00,9295.62,8873.22
2015-07-01 17:11:00,9279.05,8792.91
2015-07-01 17:12:00,5505.25,1028.24
2015-07-01 17:13:00,-326.451,-3348.49
2015-07-01 17:14:00,-402.511,-3430.18
2015-07-01 17:15:00,-421.184,-3501.49
2015-07-01 17:16:00,-428.376,-3557.37
2015-07-01 17:17:00,-537.828,-3647.14
2015-07-01 17:18:00,7396.53,458.581
2015-07-01 17:19:00,7492.05,3243.37
2015-07-01 17:20:00,7477.2,7194.06
2015-07-01 17:21:00,4110.68,7402.05
2015-07-01 17:22:00,-426.606,3108.88
2015-07-01 17:23:00,-588.19,-6145.89
2015-07-01 17:24:00,-572.393,-6294.85
2015-07-01 17:25:00,3110.31,-6197.53
2015-07-01 17:26:00,3234.95,-5850.93
2015-07-01 17:27:00,3252.22,-5902.16
2015-07-01 17:28:00,3241.3,1091.52
2015-07-01 17:29:00,3252.32,915.079
2015-07-01 17:30:00,-494.245,5135.7
2015-07-01 17:31:00,-484.687,8774.96
2015-07-01 17:32:00,-399.967,7113.74
2015-07-01 17:33:00,-291.244,4651.35
2015-07-01 17:34:00,-232.598,645.882
2015-07-01 17:35:00,-181.241,-5323.37
2015-07-01 17:36:00,4313.16,-5467.77
2015-07-01 17:37:00,7118.65,1650.48
2015-07-01 17:38:00,7144.71,1628.78
2015-07-01 17:39:00,10715.6,1932.67
2015-07-01 17:40:00,10975.1,1926.6
2015-07-01 17:41:00,3242.01,-4752.21
2015-07-01 17:42:00,3254.33,-2388.28
2015-07-01 17:43:00,-113.579,-2231.53
2015-07-01 17:44:00,-115.39,486.721
2015-07-01 17:45:00,-105.691,-1795.17
2015-07-01 17:46:00,28.1474,3209.76
2015-07-01 17:47:00,67.0869,491.393
2015-07-01 17:48:00,2925.71,586.233
2015-07-01 17:49:00,2931.02,440.486
2015-07-01 17:50:00,6554.17,-4446.81
2015-07-01 17:51:00,6495.36,-4512.59
2015-07-01 17:52:00,6500.09,-4451.6
2015-07-01 17:53:00,3670.4,-4242.1
2015-07-01 17:54:00,-45.9687,2130.83
2015-07-01 17:55:00,-42.3725,5051.0
2015-07-01 17:56:00,-143.101,9077.92
2015-07-01 17:57:00,-187.458,12939.6
2015-07-01 17:58:00,-192.094,6352.84
2015-07-01 17:59:00,-184.188,3400.11
2015-07-01 18:00:00,4185.7,4084.52
2015-07-01 18:01:00,4135.63,-160.018
2015-07-01 18:02:00,4133.5,3709.01
2015-07-01 18:03:00,4162.7,3617.36
2015-07-01 18:04:00,-334.031,-819.581
2015-07-01 18:05:00,-437.317,-4333.94
2015-07-01 18:06:00,-303.605,-4221.25
2015-07-01 18:07:00,-259.621,-4015.9
2015-07-01 18:08:00,-248.984,-4019.11
2015-07-01 18:09:00,3081.55,-4054.24
2015-07-01 18:10:00,3354.61,-3523.07
2015-07-01 18:11:00,4048.66,-2993.89
2015-07-01 18:12:00,592.42,-2920.2
2015-07-01 18:13:00,661.819,-2919.79
2015-07-01 18:14:00,1028.49,-2273.55
2015-07-01 18:15:00,1132.47,-2256.74
2015-07-01 18:16:00,1167.74,-2041.32
2015-07-01 18:17:00,1041.53,-2261.11
2015-07-01 18:18:00,997.808,-2288.43
2015-07-01 18:19:00,1820.42,-2122.13
2015-07-01 18:20:00,1548.83,-2415.91
2015-07-01 18:21:00,789.344,-2723.6
2015-07-01 18:22:00,664.924,-2943.36
2015-07-01 18:23:00,5917.34,2851.7
2015-07-01 18:24:00,4407.35,792.202
2015-07-01 18:25:00,4169.91,681.591
2015-07-01 18:26:00,4001.68,432.004
2015-07-01 18:27:00,563.99,-3233.02
2015-07-01 18:28:00,719.641,-3188.62
2015-07-01 18:29:00,554.459,-3225.79
2015-07-01 18:30:00,653.521,-3168.27
2015-07-01 18:31:00,1793.13,1688.77
2015-07-01 18:32:00,398.612,1585.67
2015-07-01 18:33:00,503.612,1810.58
2015-07-01 18:34:00,308.137,1663.37
2015-07-01 18:35:00,310.779,-3386.7
2015-07-01 18:36:00,403.0,-3221.55
2015-07-01 18:37:00,399.099,-3282.36
2015-07-01 18:38:00,463.915,-2898.2
2015-07-01 18:39:00,411.728,-1090.39
2015-07-01 18:40:00,282.169,-1359.2
2015-07-01 18:41:00,669.945,-576.389
2015-07-01 18:42:00,589.114,-706.563
2015-07-01 18:43:00,734.467,-330.703
2015-07-01 18:44:00,576.066,-603.405
2015-07-01 18:45:00,670.957,-345.283
2015-07-01 18:46:00,528.816,-799.163
2015-07-01 18:47:00,615.968,-484.801
2015-07-01 18:48:00,484.825,-727.16
2015-07-01 18:49:00,621.568,-394.144
2015-07-01 18:50:00,533.725,-645.974
2015-07-01 18:51:00,742.942,-300.76
2015-07-01 18:52:00,705.651,-309.31
2015-07-01 18:53:00,820.355,252.968
2015-07-01 18:54:00,932.637,1853.98
2015-07-01 18:55:00,930.894,654.97
2015-07-01 18:56:00,1128.0,1623.56
2015-07-01 18:57:00,1578.07,852.177
2015-07-01 18:58:00,2346.39,1511.3
2015-07-01 18:59:00,2491.15,1139.63
2015-07-01 19:00:00,1361.14,1122.6
2015-07-01 19:01:00,729.053,1144.28
2015-07-01 19:02:00,838.181,1081.52
2015-07-01 19:03:00,742.447,2048.28
2015-07-01 19:04:00,955.295,5317.62
2015-07-01 19:05:00,980.571,5221.55
2015-07-01 19:06:00,894.426,4772.71
2015-07-01 19:07:00,1059.27,3682.38
2015-07-01 19:08:00,929.563,4063.39
2015-07-01 19:09:00,1203.42,3144.89
2015-07-01 19:10:00,1103.6,5109.96
2015-07-01 19:11:00,1220.66,5322.11
2015-07-01 19:12:00,1140.44,1380.58
2015-07-01 19:13:00,1023.6,26.2943
2015-07-01 19:14:00,696.876,243.221
2015-07-01 19:15:00,829.289,1308.85
2015-07-01 19:16:00,697.572,1125.59
2015-07-01 19:17:00,876.833,1269.97
2015-07-01 19:18:00,751.266,1257.42
2015-07-01 19:19:00,1616.9,1299.67
2015-07-01 19:20:00,1764.58,1478.66
2015-07-01 19:21:00,1698.42,1048.24
2015-07-01 19:22:00,1631.17,-255.402
2015-07-01 19:23:00,1913.23,28.1686
2015-07-01 19:24:00,1777.08,24.6902
2015-07-01 19:25:00,1925.56,210.178
2015-07-01 19:26:00,1797.66,83.7072
2015-07-01 19:27:00,1797.98,77.6115
2015-07-01 19:28:00,1661.64,-139.698
2015-07-01 19:29:00,885.435,501.276
2015-07-01 19:30:00,704.31,245.033
2015-07-01 19:31:00,931.366,598.951
2015-07-01 19:32:00,845.224,618.085
2015-07-01 19:33:00,1379.05,724.484
2015-07-01 19:34:00,1364.92,954.491
2015-07-01 19:35:00,1530.25,1097.14
2015-07-01 19:36:00,1270.89,899.916
2015-07-01 19:37:00,1502.99,1209.78
2015-07-01 19:38:00,1423.08,1126.79
2015-07-01 19:39:00,1383.85,1314.96
2015-07-01 19:40:00,1528.26,1251.62
2015-07-01 19:41:00,1231.26,1000.08
2015-07-01 19:42:00,1483.14,1430.29
2015-07-01 19:43:00,1371.87,1304.44
2015-07-01 19:44:00,1517.28,1628.51
2015-07-01 19:45:00,1369.46,1594.03
2015-07-01 19:46:00,1511.73,1899.26
2015-07-01 19:47:00,1383.71,1667.3
2015-07-01 19:48:00,1541.6,2061.77
2015-07-01 19:49:00,1391.65,1961.69
2015-07-01 19:50:00,1509.88,2133.74
2015-07-01 19:51:00,1624.95,1947.34
2015-07-01 19:52:00,1830.76,2192.03
2015-07-01 19:53:00,1642.21,1714.56
2015-07-01 19:54:00,1825.07,1999.14
2015-07-01 19:55:00,1466.16,1658.71
2015-07-01 19:56:00,1587.18,1752.47
2015-07-01 19:57:00,1434.79,1847.3
2015-07-01 19:58:00,1580.86,1821.58
2015-07-01 19:59:00,1450.4,1902.94
2015-07-01 20:00:00,1606.24,1916.48
