# file...... out_power_meter12.csv
# date...... Tue Oct 30 21:25:21 2018
# user...... rivetta
# host...... (null)
# target.... meter 600
# trigger... (none)
# interval.. 60
# limit..... 0
# timestamp,measured_power.real, measured_power.imag
2015-07-01 00:00:00 UTC,+15897.3,+696.804
2015-07-01 00:01:00 UTC,+15878.3,+689.196
2015-07-01 00:02:00 UTC,+15880.7,+692.509
2015-07-01 00:03:00 UTC,+15868.2,+688.33
2015-07-01 00:04:00 UTC,+15894.7,+703.965
2015-07-01 00:05:00 UTC,+15778.3,+646.1
2015-07-01 00:06:00 UTC,+15747.9,+630.702
2015-07-01 00:07:00 UTC,+15891.3,+703.447
2015-07-01 00:08:00 UTC,+15932.1,+724.161
2015-07-01 00:09:00 UTC,+15896.5,+706.103
2015-07-01 00:10:00 UTC,+15934.2,+725.224
2015-07-01 00:11:00 UTC,+15827.5,+671.055
2015-07-01 00:12:00 UTC,+15786.7,+650.347
2015-07-01 00:13:00 UTC,+15749,+631.235
2015-07-01 00:14:00 UTC,+15761.6,+637.605
2015-07-01 00:15:00 UTC,+15751.1,+632.296
2015-07-01 00:16:00 UTC,+15769.9,+641.852
2015-07-01 00:17:00 UTC,+15783.5,+648.755
2015-07-01 00:18:00 UTC,+16041.9,+779.945
2015-07-01 00:19:00 UTC,+16039.8,+778.882
2015-07-01 00:20:00 UTC,+16054.5,+786.321
2015-07-01 00:21:00 UTC,+16045.1,+781.541
2015-07-01 00:22:00 UTC,+16087.9,+803.328
2015-07-01 00:23:00 UTC,+16117.3,+818.214
2015-07-01 00:24:00 UTC,+16160.1,+840
2015-07-01 00:25:00 UTC,+16117.2,+818.209
2015-07-01 00:26:00 UTC,+16144.4,+832.028
2015-07-01 00:27:00 UTC,+25971,+1245.86
2015-07-01 00:28:00 UTC,+25977.2,+1249.14
2015-07-01 00:29:00 UTC,+25973.6,+1246.96
2015-07-01 00:30:00 UTC,+25998.4,+1260.08
2015-07-01 00:31:00 UTC,+25969.4,+1244.78
2015-07-01 00:32:00 UTC,+25983.9,+1252.43
2015-07-01 00:33:00 UTC,+25997.4,+1259.54
2015-07-01 00:34:00 UTC,+26416.3,+1481.06
2015-07-01 00:35:00 UTC,+26475.2,+1512.26
