concat(bus_name,',',hour,',',power)
4,0,0.030111518084632735
4,1,0.01969044515347662
4,2,0.009152214988797992
4,3,0.005028845237853949
4,4,0.001903547690288554
4,5,0.009850082240623115
4,6,0.021516431521587942
4,7,0.028746367057078323
4,8,-0.0032827768816181884
4,9,-0.0067385109875813635
4,10,-0.010020954210935053
4,11,-0.013427638409980132
4,12,-0.0151217370318805
4,13,-0.01685144227047409
4,14,-0.018487176733105345
4,15,-0.020214246520898364
4,16,-0.021854317939799296
4,17,0
4,18,0
4,19,0
4,20,0
4,21,0
4,22,0
4,23,0
12,0,0.014750898580568817
12,1,0.008910610868380258
12,2,0.004488390743256018
12,3,0.0028498134717321877
12,4,-0.00121090507269455
12,5,0.0021294563521773863
12,6,0.004564393476913987
12,7,0.0073748541943900806
12,8,-0.00000042315634017108016
12,9,-0.00000068902244949455
12,10,-0.0000014456920450009637
12,11,-0.000050761470893444745
12,12,-0.001639862826673564
12,13,-0.0033661575630451373
12,14,-0.00501362307429486
12,15,-0.006742553258492164
12,16,-0.008385681812570277
12,17,0
12,18,0
12,19,0
12,20,0
12,21,0
12,22,0
12,23,0
