# file...... out_power_meter4.csv
# date...... Mon Nov 26 17:38:04 2018
# user...... gcezar
# host...... (null)
# target.... meter 592
# trigger... (none)
# interval.. 60
# limit..... 0
# timestamp,measured_power.real, measured_power.imag
2015-07-01 00:00:00 UTC,+30871,+1320.05
2015-07-01 00:01:00 UTC,+30740.2,+1258.92
2015-07-01 00:02:00 UTC,+30769,+1282.15
2015-07-01 00:03:00 UTC,+31087.2,+1458.7
2015-07-01 00:04:00 UTC,+31206.7,+1530.52
2015-07-01 00:05:00 UTC,+31249.3,+1555.61
2015-07-01 00:06:00 UTC,+37388.4,+1769.24
2015-07-01 00:07:00 UTC,+38012.5,+2108.82
2015-07-01 00:08:00 UTC,+37949.2,+2074.37
2015-07-01 00:09:00 UTC,+38075.7,+2143.26
2015-07-01 00:10:00 UTC,+38011.4,+2108.24
2015-07-01 00:11:00 UTC,+31548,+1714.19
2015-07-01 00:12:00 UTC,+31683.8,+1786.31
2015-07-01 00:13:00 UTC,+31673.3,+1780.77
2015-07-01 00:14:00 UTC,+31531.3,+1705.31
2015-07-01 00:15:00 UTC,+31584.6,+1733.6
2015-07-01 00:16:00 UTC,+31396.6,+1633.77
2015-07-01 00:17:00 UTC,+31388.2,+1629.34
2015-07-01 00:18:00 UTC,+38320.3,+2276.6
2015-07-01 00:19:00 UTC,+38185.6,+2203.14
2015-07-01 00:20:00 UTC,+38344.2,+2289.6
2015-07-01 00:21:00 UTC,+38419.8,+2330.87
2015-07-01 00:22:00 UTC,+38721.3,+2495.45
2015-07-01 00:23:00 UTC,+32126.3,+2021.77
2015-07-01 00:24:00 UTC,+38806.2,+2541.85
2015-07-01 00:25:00 UTC,+38523.4,+2387.41
2015-07-01 00:26:00 UTC,+38697.5,+2482.44
2015-07-01 00:27:00 UTC,+38480.8,+2363.64
2015-07-01 00:28:00 UTC,+38663.1,+2463.19
2015-07-01 00:29:00 UTC,+31960.5,+1933.42
2015-07-01 00:30:00 UTC,+32170.3,+2045.09
2015-07-01 00:31:00 UTC,+31812.3,+1854.56
2015-07-01 00:32:00 UTC,+31864.5,+1882.32
2015-07-01 00:33:00 UTC,+31833.2,+1865.67
2015-07-01 00:34:00 UTC,+32109.8,+2012.86
2015-07-01 00:35:00 UTC,+32220.4,+2071.77
2015-07-01 00:36:00 UTC,+32246.4,+2085.68
2015-07-01 00:37:00 UTC,+31990.7,+1949.54
2015-07-01 00:38:00 UTC,+31977.1,+1942.32
2015-07-01 00:39:00 UTC,+31724.5,+1807.96
2015-07-01 00:40:00 UTC,+31686.9,+1787.98
2015-07-01 00:41:00 UTC,+31880,+1890.68
2015-07-01 00:42:00 UTC,+31729.8,+1810.72
2015-07-01 00:43:00 UTC,+38376.8,+2307.11
2015-07-01 00:44:00 UTC,+38131.2,+2173.19
2015-07-01 00:45:00 UTC,+38115.1,+2164.73
2015-07-01 00:46:00 UTC,+37800,+1993.1
2015-07-01 00:47:00 UTC,+37833.1,+2011.16
2015-07-01 00:48:00 UTC,+31489.5,+1683.13
2015-07-01 00:49:00 UTC,+31503.1,+1690.34
2015-07-01 00:50:00 UTC,+31515.7,+1696.99
2015-07-01 00:51:00 UTC,+31373.6,+1621.57
2015-07-01 00:52:00 UTC,+31476,+1675.92
2015-07-01 00:53:00 UTC,+31141.7,+1498.54
2015-07-01 00:54:00 UTC,+31245.2,+1553.39
2015-07-01 00:55:00 UTC,+31272.3,+1567.8
2015-07-01 00:56:00 UTC,+31203.4,+1531.23
2015-07-01 00:57:00 UTC,+31237.8,+1549.51
2015-07-01 00:58:00 UTC,+30980.9,+1413.24
2015-07-01 00:59:00 UTC,+19495.2,+911.687
2015-07-01 01:00:00 UTC,+19302.2,+812.682
2015-07-01 01:01:00 UTC,+19358.6,+841.574
2015-07-01 01:02:00 UTC,+26318.6,+1365.03
2015-07-01 01:03:00 UTC,+26208.8,+1307.18
2015-07-01 01:04:00 UTC,+26425.2,+1421.27
2015-07-01 01:05:00 UTC,+26311.3,+1361.21
2015-07-01 01:06:00 UTC,+26234.7,+1320.83
2015-07-01 01:07:00 UTC,+19528.6,+928.817
2015-07-01 01:08:00 UTC,+19686.1,+1009.68
2015-07-01 01:09:00 UTC,+19825.9,+1081.47
2015-07-01 01:10:00 UTC,+20181.4,+1264.3
2015-07-01 01:11:00 UTC,+20137.6,+1241.77
2015-07-01 01:12:00 UTC,+20086.5,+1215.49
2015-07-01 01:13:00 UTC,+19952,+1146.32
2015-07-01 01:14:00 UTC,+19746.6,+1040.75
2015-07-01 01:15:00 UTC,+19799.8,+1068.07
2015-07-01 01:16:00 UTC,+19905.1,+1122.2
2015-07-01 01:17:00 UTC,+25022,+2613.33
2015-07-01 01:18:00 UTC,+24868.8,+2533.49
2015-07-01 01:19:00 UTC,+24968.3,+2585.85
2015-07-01 01:20:00 UTC,+26206.5,+1305.56
2015-07-01 01:21:00 UTC,+26168.2,+1285.37
2015-07-01 01:22:00 UTC,+25921.7,+1155.55
2015-07-01 01:23:00 UTC,+26103.9,+1251.54
2015-07-01 01:24:00 UTC,+32467.7,+1540.72
2015-07-01 01:25:00 UTC,+25963.7,+1177.39
2015-07-01 01:26:00 UTC,+26271.2,+1339.42
2015-07-01 01:27:00 UTC,+26126.5,+1263.55
2015-07-01 01:28:00 UTC,+26284.9,+1347.04
2015-07-01 01:29:00 UTC,+26171,+1287.01
2015-07-01 01:30:00 UTC,+20054.3,+1198.88
2015-07-01 01:31:00 UTC,+20059.6,+1201.58
2015-07-01 01:32:00 UTC,+20042.9,+1193
2015-07-01 01:33:00 UTC,+20030.3,+1186.55
2015-07-01 01:34:00 UTC,+19983.4,+1162.42
2015-07-01 01:35:00 UTC,+20431.7,+1393.13
2015-07-01 01:36:00 UTC,+25203.7,+2714.83
2015-07-01 01:37:00 UTC,+31706.3,+3070.35
2015-07-01 01:38:00 UTC,+31828.9,+3136.49
2015-07-01 01:39:00 UTC,+26871.9,+1656.8
2015-07-01 01:40:00 UTC,+27061.2,+1756.9
2015-07-01 01:41:00 UTC,+27007.9,+1728.97
2015-07-01 01:42:00 UTC,+20692.1,+1527.39
2015-07-01 01:43:00 UTC,+20746.3,+1555.33
2015-07-01 01:44:00 UTC,+20942.2,+1656.39
2015-07-01 01:45:00 UTC,+20818.3,+1592.44
2015-07-01 01:46:00 UTC,+20811,+1588.67
2015-07-01 01:47:00 UTC,+20887,+1627.92
2015-07-01 01:48:00 UTC,+20540,+1448.96
2015-07-01 01:49:00 UTC,+20693.2,+1527.95
2015-07-01 01:50:00 UTC,+20595.3,+1477.44
2015-07-01 01:51:00 UTC,+20682.8,+1522.57
2015-07-01 01:52:00 UTC,+28746.7,+3824.29
2015-07-01 01:53:00 UTC,+28652.8,+3775.15
2015-07-01 01:54:00 UTC,+40044.5,+5689.52
2015-07-01 01:55:00 UTC,+31787.6,+3119.72
2015-07-01 01:56:00 UTC,+41876.3,+3930.12
2015-07-01 01:57:00 UTC,+37072.5,+2433.88
2015-07-01 01:58:00 UTC,+37267.8,+2541.31
2015-07-01 01:59:00 UTC,+20257.8,+1655.47
2015-07-01 02:00:00 UTC,+20272.2,+1662.98
2015-07-01 02:01:00 UTC,+20083.8,+1564.89
2015-07-01 02:02:00 UTC,+19675.9,+1416.88
2015-07-01 02:03:00 UTC,+19218.5,+1179.39
2015-07-01 02:04:00 UTC,+19144.4,+1140.91
2015-07-01 02:05:00 UTC,+19263.8,+1202.91
2015-07-01 02:06:00 UTC,+9340.24,+816.847
2015-07-01 02:07:00 UTC,+19209.3,+1174.58
2015-07-01 02:08:00 UTC,+19079.5,+1107.24
2015-07-01 02:09:00 UTC,+19270,+1206.11
2015-07-01 02:10:00 UTC,+25507.5,+1362.21
2015-07-01 02:11:00 UTC,+30774.9,+3031.88
2015-07-01 02:12:00 UTC,+30871.2,+3084.42
2015-07-01 02:13:00 UTC,+31037,+3174.59
2015-07-01 02:14:00 UTC,+26061.7,+1658.3
2015-07-01 02:15:00 UTC,+29242,+1738.26
2015-07-01 02:16:00 UTC,+29149.3,+1688.25
2015-07-01 02:17:00 UTC,+29061.7,+1641
2015-07-01 02:18:00 UTC,+29143.2,+1684.96
2015-07-01 02:19:00 UTC,+25589,+1340.82
2015-07-01 02:20:00 UTC,+25672.9,+1385.44
2015-07-01 02:21:00 UTC,+25568.5,+1329.93
2015-07-01 02:22:00 UTC,+25387.4,+1298.58
2015-07-01 02:23:00 UTC,+34999.7,+1812.05
2015-07-01 02:24:00 UTC,+34997.7,+1810.94
2015-07-01 02:25:00 UTC,+27154,+3446.65
2015-07-01 02:26:00 UTC,+33465.6,+3737.33
2015-07-01 02:27:00 UTC,+38509.3,+5358.59
